Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF07;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF26;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF02s1;MCF03s1;MCF04s1;MCF05s1;MCF06s1;MCF07s1;MCF08s1;MCF09s1;MCF10s1;MCF11s1;MCF13s1
NZ_CP013195.1_Prevotella_enoeca_strain_F0113_chromosome__complete_genome;0.99617;0.00696;0.21942;0.10835;0.05687;0.7974;0.36717;0.65583;0.00058;0.01142;1.19771;0.07515;0.00375;0.00309;2.37927;0.0011;0.11378;0.89912;0.17372;0.04635;0.0397;0.57714;0.0199;0.12285;0.04861;0.43037;0.08232;0.12596;0.11267;0.37333;0.01859;0.01492;0.08049;0.95857;0.00122;1.46682;20.23129;0.0654;5.95593;11.61372;0.09845;0.21334;1.70245;0.25946;1.61487;7.0176;6.75577;0.26168;0.52202;0.64497;0.11288;0.18293;0.81831;1.86161;0.04077;0.06687;7.15545;0.08146;19.21501;0.15272;0.01429;0.22368;4.55442;0;0;0.66219;0.009;0.78047;2.76815;0.01024;0.38251;1.2933;0.03706;0.1573;1.00152;0.00141;0;0;0.0474;0.45961;0.02216;0.05489;0;0.11255;0.1527;0.09332;0.0409
NC_015311.1_Prevotella_denticola_F0289__complete_genome;0.859;0.00494;0.1528;0.08822;0.08437;0.54165;0.42918;1.2247;0.00085;0.00685;1.31406;0.07552;0.00949;0.00376;0.5168;0.00185;0.14649;0.90383;0.01917;0.02055;1.0331;0.66002;0.01171;0.09857;0.03909;0.63395;0.0186;0.095;0.10031;0.41115;0.0087;0.02001;0.07722;0.65419;0.00059;1.95222;46.50356;0.02799;6.8568;15.63393;0.03949;0.12996;1.74765;0.32895;1.93454;6.28732;3.03939;0.20588;0.32521;1.44173;2.59556;0.13576;0.71199;2.47942;0.11812;0.06567;10.40084;0.0141;29.12882;0.1161;0.02288;0.25308;10.41172;0.00549;0;0.53616;0.01351;0.56856;1.81809;0.00394;0.31697;1.83127;0.02753;0.19873;0.79015;0.00165;0;0;0.0419;0.23205;0.01886;0.02997;0;0.14373;0.11214;0.15842;0.02712
NZ_CP039886.1_Neisseria_flavescens_strain_ATCC_13120_chromosome__complete_genome;0.77468;0.1093;0.02107;0.17758;3.46866;1.34415;0.61196;0.62492;0.03355;0.0358;18.30008;1.73207;0.00019;0.00339;28.19473;0.02725;0.00111;5.14118;0.36095;56.15648;2.14145;5.28957;0.4497;0.69091;0.01451;6.94961;1.08065;3.37162;0.00726;1.04693;0.03926;0.17595;1.58447;0.70295;0.00156;15.72146;333.2948;0.04999;0.45503;747.57159;1.48499;0.03732;33.56213;18.4686;2.26011;1.91384;99.89492;8.54635;46.71183;0.21102;0.09016;0.03816;0.67627;0.61822;0.04509;0.39247;2.28676;0.03022;206.17936;0.13665;0.1584;0.09958;45.18694;0.49897;0.00018;29.16271;0.00567;37.44489;192.75497;0.17722;0.03348;0.05314;1.16486;0.00846;0.62101;0.00082;0;0;0.70327;0.00222;1.00925;1.18583;0;0.03006;0.06499;1.49513;1.13891
NZ_CP032621.1_Streptococcus_gwangjuense_strain_KCOM_1679___ChDC_B345__chromosome__complete_genome;0.7581;0.42272;0.88198;5.57706;22.42534;19.23613;233.7253;27.0078;0.00675;0.06245;37.54267;1.12561;0.00246;0.10975;3.77541;0.28918;0.52987;1.07263;2.96696;36.13359;3.1866;2.92285;2.43144;0.39814;0.37593;26.2488;10.1851;0.47235;0.18871;1.70098;3.02846;0.27947;169.65061;0.52265;3.35122;8.58334;95.29905;1.95958;55.12361;436.92344;223.76327;2.93319;33.68624;28.70205;14.14294;27.049;24.00233;79.60094;35.63296;7.63348;2.54119;352.21058;20.83648;5.70238;74.29118;8.9831;4.8887;10.51723;163.61289;49.57313;63.10551;27.06054;138.56475;285.55189;0.70884;27.38892;1.8931;43.55511;192.37623;32.17086;12.94409;6.69779;0.90979;4.84873;17.75472;3.04001;5.06224;40.58904;1.19681;2.97625;3.19476;42.5116;0.12376;1.14784;0.17389;0.89553;8.56299
NZ_LT906470.1_Veillonella_rodentium_strain_NCTC12018_chromosome_1;0.54941;0.00094;0.00336;0.02384;0.01298;0.13941;0.23161;0.17882;0.00082;0.00178;0.4058;0.01592;0.00042;0.00696;1.36681;0.00084;0.00138;0.11403;0.0036;0.03495;0.02067;0.10346;0.00276;0.0865;0.00379;0.38133;0.00197;0.0529;0.01053;0.04471;0.01226;0.00514;0.35088;0.18799;0.02352;0.28225;7.00193;0.00556;2.09737;28.37781;2.86573;0.01333;0.68149;0.16083;0.39;0.49365;2.98103;0.20288;0.14172;0.104;0.0025;1.95173;0.08642;0.17979;0.32967;0.02247;0.57785;0.21238;6.28045;0.22905;2.00093;0.19244;4.07491;3.23777;0.0002;0.18116;0.01778;0.78498;10.35244;0.02833;0.18302;0.6958;0.09667;0.03293;0.50368;0.0005;0;0;0.01918;0.25281;0.01573;0.00817;0.00102;0.0321;0.03903;0.04464;0.00573
NZ_CP059566.1_Neisseria_sicca_strain_DSM_17713_chromosome__complete_genome;0.52204;0.32836;0.17503;0.32222;0.37474;0.07104;2.47582;0.26417;0.00523;0.09138;2.43263;0.71215;0.00509;0.00397;2.05958;0.01953;0.00062;0.32703;0.56078;10.08294;1.41077;1.66714;0.08071;0.08426;0.06475;1.73713;0.91846;0.12927;0.06927;0.30021;0.00655;0.0264;0.81086;0.22944;0.00183;0.86161;16.82352;0.05002;0.7587;17.38589;0.42811;0.06904;1.71306;3.22619;1.78783;0.83269;5.9222;0.58879;2.05999;0.61442;0.01367;0.05149;3.27987;0.27949;0.00857;0.36343;1.0994;0.00496;24.95479;0.03947;0.10506;0.03133;7.25139;0.00845;0;2.41869;0.00059;2.56823;14.80061;0.06837;0.06966;0.18793;0.18874;0.00343;0.312;0.00118;0;0;0.42359;0.00583;3.20297;0.07291;0;0.28501;0.06854;0.20652;0.18119
NZ_CP020452.2_Neisseria_mucosa_strain_FDAARGOS_260_chromosome__complete_genome;0.48677;0.0597;0.02837;0.13305;0.49296;0.15415;0.66043;0.09633;0.0006;0.10907;1.15391;0.25496;0.02649;0.00102;10.17051;0.01231;0;0.51504;0.10115;10.25154;7.82963;1.01834;0.03909;0.0773;0.02234;3.56441;0.45119;0.09369;0.03703;0.09902;0.00506;0.00911;0.43969;0.51243;0.00031;0.52479;38.70521;0.01195;0.12869;27.51728;0.04762;0.01237;3.39668;1.8257;0.44781;0.40921;7.42407;0.81227;0.99707;0.10928;0.00839;0.00373;4.17115;0.62017;0.00863;0.06099;0.52317;0.00111;11.00329;0.01954;0.01994;0.00726;3.24409;0.0029;0;3.79297;0.00091;3.61622;16.18048;0.04514;0.01652;0.03699;0.11419;0.00109;0.25271;0.00031;0;4.79303;1.8389;0.00067;1.58665;0.15397;0;0.03811;0.01083;0.09452;0.59615
NZ_CP053988.1_Abiotrophia_defectiva_strain_FDAARGOS_785_chromosome__complete_genome;0.4566;0.13856;0.02052;0.0737;0.10199;0.13879;1.66822;0.08459;0.00325;0.0797;0.11116;0.00889;0.00831;0.00131;2.76756;0.01981;0.00603;0.44549;0.05025;4.10467;2.5864;0.5476;0.09463;0.21412;0.02068;1.08958;0.08401;0.036;0.02115;0.24634;0.0135;0.0056;0.60254;1.00842;0.00192;0.37826;1.27811;0.0197;2.13509;12.14219;8.1772;0.05649;0.54599;0.67373;0.82976;1.39024;0.89852;0.19662;2.15718;0.62219;0.0122;0.04567;2.34255;0.68517;0.12598;0.05;0.27057;0.00208;5.79907;0.15378;0.62806;0.05662;3.68133;0.43369;0.0004;0.35217;0.00495;0.46268;2.20222;0.01544;0.05737;0.21338;0.00804;0.03099;0.1075;0.00369;0.00117;0;0.34992;0.0163;1.02813;0.01574;0.00015;0.01479;0.17843;0.15236;0.03211
NZ_AP017895.1_Rothia_aeria_strain_JCM_11412;0.41518;0.373;0.20973;0.06064;1.01984;0.06635;12.70333;0.10991;0.00964;0.00626;0.10025;0.47241;0.00006;0.01262;0.08824;0.11105;0.01172;0.03814;0.87118;13.38516;4.77528;0.05071;0.02124;0.03113;0.03725;3.18536;0.40219;0.25972;0.06425;1.4306;0.09288;0.00961;0.04181;0.13889;0.00472;0.735;2.06887;0.21248;1.76024;10.82963;11.99014;0.03766;0.43406;0.5725;5.27391;0.81736;5.08476;0.85808;0.68202;1.58635;0.03182;0.29689;1.12701;3.44608;0.07601;0.25386;0.83949;0.01271;5.76737;0.03872;0.5124;0.08425;1.26168;7.39753;0.00268;0.22413;0.01011;0.54823;2.70302;0.00208;0.14051;1.33821;0.01085;0.02013;0.29407;0.00182;0.00412;0;0.3096;0.81984;1.80913;0.01267;0;0.04304;0.02672;0.1585;0.01148
NZ_CP007062.1_Fusobacterium_nucleatum_subsp._animalis_7_1_chromosome__complete_genome;0.40995;0.03329;0.03642;0.02847;0.09909;0.44188;1.11024;0.55908;0.001;0.02696;1.26032;0.12042;0.00006;0.01309;0.07764;0.01457;0.02222;0.75578;0.02441;0.17837;0.37406;0.0011;0.01574;0.32666;0.60122;1.09636;0.18054;0.13441;0.25823;0.32412;0.07591;0.02344;0.03903;0.30561;0;0.5849;12.02599;0.05714;0.12043;4.15768;0.19164;0.43176;2.2355;0.59982;0.18327;2.64555;6.10628;1.80193;0.64056;1.25258;4.89835;0.00248;0.15715;1.04976;0.00599;0.05707;0.91152;0.06011;6.00903;0.03241;0.00816;0.15593;0.78701;0.03218;0;0.594;0.12186;1.64585;1.56528;0.00984;0.00917;0.00396;0.00174;0.00151;0.55839;0.00194;0;0;0.60504;0.8569;0.01505;0.00528;0;0.02489;0.00263;0.44751;0
NZ_LR134484.1_Gemella_haemolysans_strain_NCTC10459_chromosome_1;0.38815;0.65977;7.01242;2.30277;65.98355;20.1645;200.69307;13.48794;0.00777;0.01015;49.5667;1.68293;0.01128;0.04792;0.03634;0.06225;0.00989;0.02669;3.65601;17.00547;4.14693;0.00814;1.7719;0.09615;1.60805;43.09279;18.30762;0.43236;0.09864;1.16723;0.3425;0.38014;629.58238;0.29361;4.43331;9.63272;310.40576;0.05406;22.06055;151.49289;109.88788;8.65769;15.81261;28.86763;3.43684;43.52395;39.88232;60.94282;36.30783;12.49006;0.86087;93.22726;47.80868;3.42789;74.02404;30.18521;1.61655;2.09247;113.26151;27.70589;10.81461;6.02939;113.26173;12.22906;0.86225;21.87353;0.2246;40.08728;53.83781;18.56851;5.57605;3.76499;1.50794;2.13089;14.95624;0.13126;0.78598;0;0.69975;17.11296;1.49029;10.19952;0.03771;0.39596;0.00629;2.78626;11.15757
NC_007146.2_Haemophilus_influenzae_86_028NP__complete_sequence;0.34171;0.59848;0.39019;0.20293;2.57479;1.34651;1.09756;1.81372;0.15861;0.0124;1.83431;0.03572;0.00971;0.20257;6.1537;0.01417;0.00037;0.05717;1.77526;1.26994;0.14496;0.11786;0.61409;0.02232;4.28707;0.3851;1.15759;0.18978;0.00325;0.29697;0.26206;0.07606;1.2998;0.04748;0.10987;0.35003;0.37534;0.62615;0.2227;1.61241;3.68741;0.11848;1.79196;0.6766;0.14127;1.59848;3.03971;1.43464;12.58795;0.38386;0.10074;0.00325;6.111;0.12179;0.02301;6.21874;0.24673;0.00074;3.28564;2.1089;0.3861;0.45196;5.63058;0.00843;0.00043;5.09003;0.02094;1.72708;2.79492;0.20419;0.00729;0.07196;0.15719;0.14004;2.06159;0.00049;0;0;0.07401;0;0.12453;1.56514;0;0.30906;0.09707;0.04454;0.93483
NZ_CP022384.1_Capnocytophaga_leadbetteri_strain_H6253_chromosome__complete_genome;0.26126;0.02011;0.08571;0.96421;0.11309;0.30414;0.46154;0.27343;0.00199;0.00502;1.76904;0.11707;0.00822;0.00063;0.62331;0.04652;0.01662;0.17811;0.03912;0.88693;0.1899;0.10509;0.27968;0.49923;0.45236;14.70336;0.05311;0.04167;0.07513;1.84659;0.01395;0.00516;0.22902;1.42988;0.00157;0.50984;0.68604;0.01048;1.39645;11.82475;0.41032;0.11929;81.24324;11.15042;0.48863;107.37051;153.76911;22.8843;8.23429;1.83336;0.02445;0.01576;0.20714;2.4851;0.05099;0.00971;1.6978;0.41753;39.20282;0.40298;0.03734;0.02872;5.96054;0.01611;0;17.05595;0.0032;53.20351;4.78297;0.01293;0.03181;0.19115;0.00599;0.04765;0.27907;0.00374;0;0;1.07424;0.19572;0.14875;0.14682;0;0.0511;0.03396;0.42754;0.14471
NZ_CP027241.1_Lachnospiraceae_bacterium_oral_taxon_500_strain_W11650_chromosome__complete_genome;0.24814;0.001;0.00428;0.00924;0.01872;0.0708;0.37741;0.07091;0.00026;0.00026;0.10461;0.01594;0.00049;0.00025;0.11329;0.00027;0.00683;0.07695;0.00153;0.16115;0.01014;0.00711;0.00141;0.02365;0.02609;0.18855;0.01567;0.02154;0.01956;0.04078;0.0044;0.00137;0.01439;0.12883;0.06134;0.14452;1.18542;0.00098;0.07214;0.67891;0.088;0.02754;0.2956;0.10166;0.22593;1.4114;2.89746;0.32904;0.19767;0.21007;0.02112;0.06099;0.08624;0.30887;0.05599;0.00649;0.6996;0.002;3.32147;0.0189;0.02008;0.00501;0.65836;0.00756;0.00051;0.0846;0.00053;0.20852;0.98466;0.00506;0.00616;0.0406;0.00189;0.00118;0.04879;0.00025;0;0;0.00878;0.0417;0.00426;0.06254;0;0.00575;0.00256;0.0102;0.00394
NZ_CP046314.1_Gemella_morbillorum_strain_FDAARGOS_741_chromosome__complete_genome;0.23634;0.01567;0.05594;0.06279;0.79852;0.47412;3.24735;0.36367;0.00094;0.00047;0.54183;0.04752;0.00024;0.00674;0.05292;0.00144;0.01764;0.2657;0.10321;0.78134;0.11856;0.00881;0.0442;0.03842;0.05212;0.80348;0.33722;0.04551;0.02013;0.05633;0.02022;0.00932;3.19616;0.37374;0.03409;0.44972;14.1968;0.00572;0.67887;6.86828;2.08606;0.11937;8.53968;0.78502;0.90906;2.12567;2.73147;1.12616;0.95108;0.76843;0.28756;0.67004;0.82721;0.54409;0.28588;0.46846;1.07404;0.07301;9.21094;1.17844;0.17897;0.16632;2.86016;0.3628;0.00551;0.82598;0.00285;1.44946;4.60362;0.13475;0.14904;0.07184;0.07674;0.08955;0.34881;0.01106;0.00405;0;0.21833;0.45359;0.05256;0.09344;0.00033;0.14135;0.00386;0.12871;0.21704
NC_009785.1_Streptococcus_gordonii_str._Challis_substr._CH1__complete_sequence;0.234;0.00551;0.03555;0.1063;0.2116;0.22655;8.17871;0.44369;0.00189;0.00471;0.39457;0.02641;0.00046;0.0084;0.23896;0.00286;0.01975;0.08428;0.02118;2.01832;0.48687;0.28157;0.02169;0.04871;0.00854;0.6706;0.1003;0.04301;0.03091;0.0596;0.13652;0.00333;1.26809;0.0999;0.04093;0.44724;4.64106;0.04206;3.14055;43.09069;16.48366;0.03961;0.67388;0.81859;0.62357;0.47455;1.81467;1.05955;0.30783;0.31281;0.02724;2.0898;0.22815;0.35691;0.66011;0.06747;0.33986;0.08662;7.12379;0.4883;3.34108;0.40391;6.24278;7.77356;0.00856;0.8384;0.03343;1.86965;10.18234;0.38084;0.28259;0.52147;0.01841;0.05707;0.64674;0.04328;0.03705;0;0.06903;0.79002;0.42446;0.25511;0.00081;0.02358;0.04968;0.0406;0.12008
NZ_CP023819.1_Faecalibacterium_prausnitzii_strain_Indica_chromosome__complete_genome;0.22803;0.00006;0;0.00162;0.00044;0.00369;0;0.0076;0;0;0.02354;0.00107;0;0.00005;0.01619;0;0.01205;0.05167;0.00085;0;0;0.00086;0;0.00066;0.00295;0.04147;0.00031;0.00305;0.00076;0.00209;0;0;0.01044;0.01403;0;0.06476;0.17611;0.00041;0.03406;0.08784;0;0.00454;0.14656;0.0167;0.44734;0.5805;0.10938;0.00988;0.02268;0.02617;0.00045;0;0.04438;0.21815;0.00087;0.0015;1.54998;0.00016;3.64979;0.00043;0;0.00062;0.11216;0.00281;0;0.00799;0;0.00662;0.014;0;0;0.00421;0.00017;0.00026;0.00071;0.00012;0;0;0.00023;0.00065;0.00056;0;0;0.00903;0;0.00034;0
NZ_LT906463.1_Haemophilus_pittmaniae_strain_NCTC13334_chromosome_1;0.21422;0.00628;0.01737;0.08799;0.3403;0.45442;1.97473;0.13876;0.00915;0.0064;2.71489;0.10186;0.0036;0.00137;7.2446;0.00916;0.00032;0.7659;0.05949;4.95645;0.76556;1.69354;0.01396;0.12486;0.01586;1.28732;0.07596;0.49886;0.01642;0.0691;0.01937;0.00928;0.95232;0.08284;0.04081;1.93903;0.37059;0.01131;0.11266;22.26686;0.61535;0.06399;9.82978;2.28872;1.38168;0.74356;22.67753;1.36691;0.85026;0.16769;0.03686;0.02571;0.32526;0.15988;0.06152;0.08772;0.30491;0.01931;19.74997;0.47715;0.09777;0.03187;10.50056;0.0111;0.00056;5.55227;0.00174;10.68392;12.27413;0.15623;0.00263;0.01074;0.09512;0.01212;0.26057;0.00087;0;0;0.20736;0.00028;0.12365;0.11474;0;0.01788;0.14441;0.07282;0.25629
NZ_CP020438.1_Streptococcus_equinus_strain_FDAARGOS_251_chromosome__complete_genome;0.20268;0.03033;0.40644;2.01585;2.29874;5.31537;145.7738;16.53832;0.20288;0.00485;1.19145;0.51918;0.13901;0.10037;89.78444;0.04609;0.19413;0.11264;0.54874;8.73363;2.38706;0.24297;0.07052;0.13217;1.21468;16.19346;0.0928;2.29254;4.38483;0.30338;1.00134;0.03891;2.53173;1.45907;1.35402;29.7551;59.88928;2.25654;51.32614;655.4209;528.96329;0.27772;3.50838;10.74106;107.309;13.21376;53.04332;1.4753;2.91471;5.31218;0.35585;202.94382;4.71407;15.96403;4.69435;0.58107;6.76803;0.45323;410.41239;2.01737;94.53172;3.03816;107.24358;952.39122;0.04194;1.0211;0.11594;16.32865;74.41108;0.43327;6.34723;8.7651;0.43686;0.26642;7.72374;2.19826;0.44943;12.86134;0.80294;13.49447;0.45864;0.77168;0.27289;0.95984;0.01602;0.10873;0.1883
NC_021175.1_Streptococcus_cristatus_AS_1.3089__complete_sequence;0.19633;0.00826;0.02707;0.08754;0.69336;0.25254;2.96734;0.53214;0.00117;0.00574;0.77207;0.0444;0.00013;0.00803;0.65258;0.00453;0.02519;0.16697;0.06401;3.41183;0.66974;0.63762;0.06436;0.08059;0.01151;0.7583;0.2611;0.08566;0.02181;0.10931;0.25199;0.00763;1.76538;0.12192;0.22675;0.88317;9.08349;0.02467;6.19366;69.80417;22.15635;0.06039;1.35701;0.97968;0.82686;1.11;3.68498;2.32929;0.8131;0.3856;0.05646;4.17649;0.3923;0.84527;1.68553;0.11312;0.64951;0.12395;10.22372;1.41376;5.00696;1.08419;10.24236;15.99585;0.01087;1.82454;0.07152;4.34695;20.39597;0.95132;0.40478;0.68063;0.04352;0.16253;1.30328;0.04797;0.04995;0;0.24186;0.88689;0.27507;0.68948;0.00125;0.0287;0.06137;0.05846;0.11705
NZ_LT608329.1_Methanothermobacter_wolfeii_isolate_SIV6_genome_assembly__chromosome:_I;0.19391;0.00255;0.0092;0.00217;0.00336;0.00269;0.24913;0.00467;0.00395;0.00149;0.00674;0.00061;0.00076;0.00065;0.00754;0.00118;0.00105;0.00187;0.01306;0.00325;0.00481;0.00182;0.00134;0.00046;0.00131;0.00261;0.00159;0.00195;0.00185;0.00177;0.00185;0.00116;0.00614;0.00133;0.00129;0.00257;0.08653;0.00162;0.01931;0.2054;0.04912;0.00138;0.00661;0.00424;0.00435;0.00736;0.00692;0.00297;0.00207;0.00049;0.00028;0.00616;0.00231;0.002;0.00267;0.00209;0.00724;0.00084;0.03207;0.0029;0.01039;0.00247;0.02225;0.02392;0.00242;0.00494;0.002;0.00724;0.06546;0.0032;0.00243;0.00253;0.00144;0.00313;0.00242;0.0014;0;0;0.00231;0;0.00428;0.00307;0.00071;0.00166;0.00056;0.00144;0.0008
NZ_LS483369.1_Neisseria_cinerea_strain_NCTC10294_chromosome_1;0.17846;0.48725;0.00598;0.04749;6.32299;0.14949;2.12087;1.28444;0.00182;0.13229;36.07899;0.56816;0.00008;0.00017;1.64579;0.01822;0;0.29908;0.90978;10.1102;2.15425;0.2489;1.01628;0.08547;0.11886;1.64344;14.88882;0.21435;0.00748;0.58589;1.06274;0.07213;18.85145;0.17298;0.00214;0.74148;19.84724;0.01175;6.63758;30.81367;11.97055;0.01561;15.15235;7.87063;3.08046;1.5789;69.38214;14.96981;12.24479;0.98942;0.00494;0.01587;7.43851;0.0732;0.91213;0.57866;2.96745;0.00155;24.17086;0.15072;0.09405;0.10181;13.79893;0.00881;0.00557;305.99471;0.00622;5.03659;23.80927;14.39373;1.48325;0.72416;7.03463;0.00371;19.03269;0.00191;0;0;2.46272;0;0.68411;5.37403;0;0.02299;0.00316;0.29537;42.82242
NC_016630.1_Filifactor_alocis_ATCC_35896__complete_sequence;0.1694;0.00091;0.00166;0.00241;0.01241;0.04278;0.08161;0.03919;0;0.00087;0.15539;0.01004;0.00022;0.00033;0.07677;0.00044;0.0084;0.10013;0.00127;0.02226;0.02017;0.01385;0.00204;0.01049;0.02344;0.20916;0.00904;0.01341;0.1305;0.03661;0.01999;0.00063;0.02028;0.11403;0.03232;0.13103;5.29116;0.00081;0.11346;1.43549;0.54924;0.01807;0.68053;0.04556;0.36579;2.12592;3.03865;1.16386;0.39365;0.28965;0.04212;0.03765;0.12947;0.55861;0.021;0.00609;1.02348;0.00147;5.3105;0.00791;0.00908;0.02308;0.25551;0.01672;0;0.33607;0.00044;0.23819;0.34833;0.00759;0.00255;0.02942;0.00238;0.00039;0.07842;0.00087;0;0;0.07461;0.11938;0.0027;0.00656;0;0.01034;0.00118;0.06132;0.00326
NC_013895.2_Mageeibacillus_indolicus_UPII9_5__complete_sequence;0.15492;0.00018;0.00126;0.00784;0.00592;0.09324;0;0.05486;0;0;0.05343;0.0016;0.00008;0.00017;0.00316;0.00032;0.00273;0.01377;0;0.04397;0.00359;0.00153;0.00031;0.00203;0.00325;0.02232;0.00272;0.00262;0.00172;0.00992;0.0049;0.00054;0.02036;0.00968;0.00048;0.01079;1.74954;0.00584;0.14397;0.29589;1.02557;0.00578;0.11029;0.05494;0.13353;0.37166;0.16534;0.03655;0.03711;0.02593;0.00096;0.02181;0.04411;0.06928;0.01328;0.00672;0.56403;0.00013;2.80541;0.10604;0.00969;0.02397;0.14224;0.01338;0.00113;0.05065;0.0007;0.06672;0.46042;0.00213;0.00363;0.03139;0.00388;0.00042;0.04728;0.00004;0;0;0.00131;0.00205;0.00355;0.00064;0;0.00741;0.00007;0.0342;0.00323
NC_019960.1_Prevotella_dentalis_DSM_3688_chromosome_1__complete_sequence;0.14829;0.00126;0.00242;0.0075;0.004;0.04902;0;0.06756;0;0.00177;0.12561;0.00414;0.00045;0.00025;0.21975;0;0.01007;0.05555;0;0.02032;0.00343;0.01675;0.00388;0.0099;0.00097;0.08506;0.00592;0.02296;0.00313;0.03878;0.00331;0.00142;0.03045;0.05183;0;0.11088;1.56181;0.00186;0.33825;2.11584;0;0.01071;0.30921;0.06885;0.17977;0.77254;0.87236;0.05674;0.05495;0.05271;0.01327;0;0.03398;0.32834;0.00689;0.00311;0.51547;0.00125;2.71799;0.11864;0;0.0044;0.46803;0;0;0.16143;0.00067;0.10979;0.22301;0.00489;0.00608;0.04357;0.00487;0.00639;0.07219;0.00011;0;0;0.01064;0.02321;0.00276;0.00487;0;0.00545;0.00391;0.02423;0.01833
NC_022236.1_Streptococcus_constellatus_subsp._pharyngis_C232__complete_sequence;0.14487;0.00626;0.00637;0.01251;0.07886;0.06871;0.94999;0.21081;0;0.01241;0.10581;0.0138;0.00007;0.00073;1.29298;0.04617;0.03189;0.04775;0.01518;0.35257;0.22724;0.09721;0.0268;0.00455;0.00494;0.16315;0.19736;0.01583;0.20069;0.04058;0.05874;0.00479;0.77228;0.05968;0.00248;0.17107;3.30671;0.00425;0.98367;6.60777;5.88232;0.01166;0.52141;0.23874;0.25877;2.37949;0.98645;1.04431;0.39023;0.04436;0.01993;1.32869;0.11549;0.21023;0.25922;0.04032;0.24617;0.02727;2.5434;0.20526;0.82725;0.24104;1.35225;4.31553;0.00443;0.28579;0.01156;0.48231;2.94107;0.07569;0.08018;0.12035;0.00813;0.016;0.1393;0.00885;0.00193;0;0.00391;0.08207;0.01597;0.09513;0;0.00806;0.01036;0.03097;0.02791
NZ_CP013336.1_Fusobacterium_hwasookii_ChDC_F206_chromosome__complete_genome;0.13491;0.02635;0.02053;0.09317;0.2021;0.47239;0.30331;0.54652;0.00069;0.05035;7.63522;0.09943;0;0.01412;0.07453;0.01966;0.01571;0.34628;0.00808;0.4791;0.46183;0.00051;0.04732;1.06133;1.71017;2.31747;0.06778;0.08591;0.0984;0.71624;0.134;0.01016;0.142;0.36586;0.00036;0.90397;14.50305;0.03617;0.26132;12.67931;0.28022;0.3293;4.18995;1.47643;0.24427;4.23575;13.66737;3.18783;1.08695;1.53583;0.92626;0.00171;0.22163;1.37184;0.01611;0.01536;0.9321;0.12893;11.47985;0.10083;0.00482;0.15024;1.98402;0.03994;0;1.52984;0.63415;7.61575;1.98738;0.00859;0.02878;0.01406;0.00349;0.0028;1.38889;0.00314;0;0;1.54119;0.81487;0.01837;0.00712;0;0.03964;0.0025;0.47549;0.00186
NZ_CP038817.1_Haemophilus_parahaemolyticus_strain_NEB129_chromosome__complete_genome;0.13414;0.27185;0.97325;9.97648;77.051;16.52358;19.70446;19.52413;0.00279;0.00227;1.22568;3.04536;0.00055;0.00196;0.70351;3.00969;0.00017;0.16177;0.19682;2.76276;0.32611;0.12546;0.04896;0.27261;0.09719;0.58814;3.07895;2.05967;0.11862;0.05601;0.03593;0.12393;0.49695;0.01462;0.00689;0.12382;0.05372;0.06949;0.08358;3.8882;2.83048;1.42984;308.21564;79.93743;0.32957;1.18153;37.2577;60.3761;36.44316;0.87228;32.53861;0.00596;5.07693;2.62958;0.01294;0.66128;109.87975;0.00068;61.74731;0.75267;0.14677;0.10094;260.75545;0.04633;0.00039;1.89283;0.0109;11.95129;1.10952;0.11546;0.00393;0.16139;0.02896;0.03288;0.28039;0.00016;0.00051;6.38406;0.18008;0;0.05819;0.22435;0;0.41254;0.00412;0.51896;0.29526
NC_018073.1_Streptococcus_intermedius_JTH08__complete_genome;0.12083;0.07046;0.00236;0.01138;0.36107;0.04428;5.05319;0.08985;0.00129;0.60185;0.07906;0.15803;0;0.00212;0.07897;0.00399;0.00584;0.03801;0.10004;0.58943;0.11247;0.07202;0.01721;0.00676;0.00438;0.16254;0.05512;0.0349;0.02561;0.02263;0.07444;0.00517;0.13459;0.06455;0.00677;0.14992;1.50973;0.02288;1.41333;13.4722;6.83053;0.00565;0.20279;0.11245;0.46428;0.22784;0.54199;0.25356;0.08322;0.23672;0.06976;0.30401;0.04572;0.21566;0.10669;0.05211;0.28852;0.26631;1.23492;0.07586;0.71319;0.11095;1.58926;3.13428;0.00106;0.2866;0.00655;0.51153;2.00927;0.20017;0.11041;0.13148;0.00413;0.01406;0.20475;0.00778;0.00083;0;0.02864;0.0847;0.04795;0.04701;0.00015;0.03551;0.01253;0.01134;0.02258
