pathway_id;pathway_reaction;pathway_completeness_perc;pathway_completeness;pathway_candidate_reaction;pathway_key_reactions
PWY-7700;4-methylphenol degradation to protocatechuate;0;0/4; 0/4;0/0
PWY-7703;2,4-xylenol degradation to protocatechuate;0;0/7; 0/7;0/0
PWY-7706;dapdiamides biosynthesis;0;0/13; 0/13;0/0
PWY-7708;lyngbyatoxin biosynthesis;0;0/5; 0/5;0/0
PWY-7710;FeMo cofactor biosynthesis;0;0/6; 0/6;0/0
PWY-7717;3-hydroxy-4-methyl-anthranilate biosynthesis I;14;(0+1)/7; 0/7;0/0
PWY-7718;actinomycin D biosynthesis;0;0/5; 0/5;0/0
PWY-7719;CMP-diacetamido-8-epilegionaminic acid biosynthesis;0;0/7; 0/7;0/0
PWY-7720;ophiobolin F biosynthesis;0;0/3; 0/3;0/0
PWY-7721;methyl phomopsenoate biosynthesis;0;0/4; 0/4;0/0
PWY-7722;sulfoquinovose degradation II;0;0/5; 0/5;0/0
PWY-7723;bacterial bioluminescence;0;0/8; 0/8;0/1
PWY-7729;5,6-dimethylbenzimidazole biosynthesis II (anaerobic);0;0/4; 0/4;0/0
PWY-7733;3-hydroxyquinaldate biosynthesis;0;0/7; 0/7;0/0
PWY-7734;quinoxaline-2-carboxylate biosynthesis;0;0/7; 0/7;0/2
PWY-7735;echinomycin and triostin A biosynthesis;0;0/6; 0/6;0/0
PWY-7736;stellatic acid biosynthesis;12;1/8; 1/8;0/0
PWY-7737;thiocoraline biosynthesis;0;0/6; 0/6;0/0
PWY-7738;polyacyltrehalose biosynthesis;0;0/7; 0/7;0/0
PWY-7740;"&beta;-D-mannosyl phosphomycoketide biosynthesis";0;0/4; 0/4;0/0
PWY-7741;phthiocerol biosynthesis;12;(0+1)/8; 0/8;0/0
PWY-7742;phenolphthiocerol biosynthesis;26;(0+6)/23; 0/23;0/0
PWY-7743;dimycocerosyl triglycosyl phenolphthiocerol biosynthesis;0;0/11; 0/11;0/0
PWY-7744;dimycocerosyl phthiocerol biosynthesis;0;0/4; 0/4;0/0
PWY-7745;p-HBAD biosynthesis;11;(0+1)/9; 0/9;0/0
PWY-7746;mycobacterial sulfolipid biosynthesis;11;(0+1)/9; 0/9;0/0
PWY-7747;diphenyl ethers degradation;0;0/3; 0/3;0/0
PWY-7750;carbon monoxide oxidation to CO2;0;0/1; 0/1;0/0
PWY-7751;shinorine biosynthesis;0;0/6; 0/6;0/0
PWY-7754;"bile acid 7&alpha;-dehydroxylation";12;2/16; 1/16;0/0
PWY-7755;iso-bile acids biosynthesis I;25;1/4; 1/4;0/0
PWY-7756;iso-bile acids biosynthesis II;0;0/4; 0/4;0/0
PWY-7757;bisphenol A degradation;0;0/5; 0/5;0/0
PWY-7758;bacteriochlorophyll d biosynthesis;0;0/14; 0/14;0/1
PWY-7759;bacteriochlorophyll c biosynthesis;0;0/18; 0/18;0/1
PWY-7760;bacteriochlorophyll e biosynthesis;0;0/26; 0/26;0/4
PWY-7761;NAD salvage pathway II (PNC IV cycle);40;2/5; 2/5;0/0
PWY-7762;bacteriochlorophyll b biosynthesis;0;0/7; 0/7;0/1
PWY-7764;chlorophyll a biosynthesis III;0;0/2; 0/2;0/1
PWY-7765;3-hydroxy-4-methyl-anthranilate biosynthesis II;0;0/6; 0/6;0/0
PWY-7766;heme b biosynthesis IV (Gram-positive bacteria);80;4/5; 4/5;0/0
PWY-7767;L-leucine degradation IV (Stickland reaction);33;2/6; 2/6;0/0
PWY-7769;phosalacine biosynthesis;8;(0+2)/25; 0/25;0/0
PWY-7770;indolmycin biosynthesis;12;(0+1)/8; 0/8;0/0
PWY-7771;butachlor degradation;0;0/6; 0/6;0/0
PWY-7772;"&gamma;-resorcylate degradation II";0;0/4; 0/4;0/1
PWY-7773;"&gamma;-resorcylate degradation I";0;0/4; 0/4;0/0
PWY-7774;propane degradation I;0;0/4; 0/4;0/0
PWY-7775;propane degradation II;25;(0+1)/4; 0/4;0/0
PWY-7776;ethene and chloroethene degradation;0;0/7; 0/7;0/0
PWY-7777;isoprene degradation;0;0/6; 0/6;0/0
PWY-7778;2-methylpropene degradation;0;0/9; 0/9;0/0
PWY-7779;methyl tert-butyl ether degradation;0;0/11; 0/11;0/0
PWY-7780;butane degradation;25;(0+1)/4; 0/4;0/0
PWY-7781;"&omega;-sulfo-II-dihydromenaquinone-9 biosynthesis";0;0/2; 0/2;0/0
PWY-7782;plasmalogen biosynthesis;31;(2+3)/16; 2/16;0/1
PWY-7784;reductive acetyl coenzyme A pathway II (autotrophic methanogens);0;0/8; 0/8;0/0
PWY-7786;D-threitol degradation;0;0/3; 0/3;0/0
PWY-7787;L-threitol degradation;0;0/4; 0/4;0/0
PWY-7788;erythritol degradation II;0;0/3; 0/3;0/0
PWY-7789;erythritol degradation I;0;0/5; 0/5;0/0
PWY-7790;UMP biosynthesis II;0;0/6; 0/6;0/1
PWY-7791;UMP biosynthesis III;0;0/6; 0/6;0/1
PWY-7793;dimethyl sulfide biosynthesis from methionine;0;0/2; 0/2;0/1
PWY-7794;polyethylene terephthalate degradation;0;0/2; 0/2;0/0
PWY-7795;terephthalate degradation;0;0/2; 0/2;0/0
PWY-7797;nocardicin A biosynthesis;16;(0+1)/6; 0/6;0/0
PWY-7798;protein S-nitrosylation and denitrosylation;0;0/3; 0/3;0/0
PWY-7801;N-end rule pathway I (prokaryotic);0;0/2; 0/2;0/0
PWY-7802;N-end rule pathway II (prokaryotic);0;0/2; 0/2;0/0
PWY-7804;glyphosate degradation I;0;0/1; 0/1;0/0
PWY-7805;(aminomethyl)phosphonate degradation;12;1/8; 1/8;0/0
PWY-7806;glyphosate degradation II;0;0/1; 0/1;0/0
PWY-7807;glyphosate degradation III;14;1/7; 1/7;0/0
PWY-7808;tetracycline resistance;0;0/1; 0/1;0/0
PWY-7810;chlorotetracycline biosynthesis;0;0/1; 0/1;0/0
PWY-7811;6-methylpretetramide biosynthesis;0;0/8; 0/8;0/0
PWY-7812;tetracycline and oxytetracycline biosynthesis;11;1/9; 0/9;0/0
PWY-7813;thiosulfate disproportionation III (quinone);0;0/1; 0/1;0/0
PWY-7814;dTDP-L-daunosamine biosynthesis;33;2/6; 2/6;0/0
PWY-7815;poly(ribitol phosphate) wall teichoic acid biosynthesis I (B. subtilis);6;1/15; 1/15;0/1
PWY-7816;poly(ribitol phosphate) wall teichoic acid biosynthesis II (S. aureus);5;1/17; 1/17;0/2
PWY-7817;type I lipoteichoic acid biosynthesis (S. aureus);23;(1+3)/17; 1/17;0/0
PWY-7818;type IV lipoteichoic acid biosynthesis (S. pneumoniae);15;(2+1)/19; 2/19;0/0
PWY-7819;"poly(3-O-&beta;-D-glucopyranosyl-N-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis";9;(0+1)/11; 0/11;0/2
PWY-7820;teichuronic acid biosynthesis (B. subtilis 168);22;(1+1)/9; 1/9;0/0
PWY-7821;tunicamycin biosynthesis;22;2/9; 1/9;0/0
PWY-7822;chitin degradation III (Serratia);0;0/6; 0/6;0/1
PWY-7823;chlorzoxazone degradation;0;0/1; 0/1;0/0
PWY-7825;juglone degradation;0;0/3; 0/3;0/0
PWY-7828;"cyclobis-(1&rarr;6)-&alpha;-nigerosyl degradation";0;0/3; 0/3;0/0
PWY-7833;biosynthesis of Lewis epitopes (H. pylori);11;(0+1)/9; 0/9;0/0
PWY-7836;ganglio-series glycosphingolipids biosynthesis;0;0/22; 0/22;0/0
PWY-7842;UDP-yelosamine biosynthesis;0;0/3; 0/3;0/0
PWY-7843;heme degradation IV;0;0/1; 0/1;0/0
PWY-7844;heme degradation III;0;0/2; 0/2;0/0
PWY-7845;heme degradation II;0;0/1; 0/1;0/0
PWY-7846;heme degradation V;0;0/3; 0/3;0/0
PWY-7847;heme degradation VI;0;0/2; 0/2;0/0
PWY-7848;heme degradation VII;0;0/2; 0/2;0/0
PWY-7849;urate conversion to allantoin III;0;0/3; 0/3;0/1
PWY-7850;taurine biosynthesis II;0;0/3; 0/3;0/0
PWY-7852;6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium);33;1/3; 1/3;0/(1-1) with 1 key reactions of unclear state
PWY-7854;crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered);14;(0+2)/14; 0/14;0/0
PWY-7855;ectoine degradation;0;0/4; 0/4;0/0
PWY-7856;heme a biosynthesis;0;0/3; 0/3;0/2
PWY-7858;(5Z)-dodecenoate biosynthesis II;0;0/7; 0/7;0/2
PWY-7860;nitric oxide biosynthesis III (bacteria);0;0/2; 0/2;0/0
PWY-7862;D-altritol and galactitol degradation;0;0/4; 0/4;0/0
PWY-7863;roseoflavin biosynthesis;28;(1+1)/7; 1/7;0/0
PWY-7864;8-methylmenaquinone biosynthesis;0;0/1; 0/1;0/0
PWY-7865;coenzyme B/coenzyme M regeneration II (ferredoxin-dependent);0;0/1; 0/1;0/0
PWY-7866;coenzyme B/coenzyme M regeneration III (coenzyme F420-dependent);0;0/1; 0/1;0/0
PWY-7867;coenzyme B/coenzyme M regeneration IV (H2-dependent);0;0/1; 0/1;0/0
PWY-7868;coenzyme B/coenzyme M regeneration V (formate-dependent);0;0/1; 0/1;0/0
PWY-7869;cis-alkene biosynthesis;0;0/4; 0/4;0/0
PWY-7870;L-cysteine biosynthesis VII (from S-sulfo-L-cysteine);0;0/3; 0/3;0/(1-1) with 1 key reactions of unclear state
PWY-7871;D-threonate degradation;0;0/3; 0/3;0/0
PWY-7872;D-erythronate degradation I;0;0/3; 0/3;0/0
PWY-7873;D-erythronate degradation II;0;0/4; 0/4;0/0
PWY-7874;L-threonate degradation;0;0/4; 0/4;0/0
PWY-7878;"A-factor &gamma;-butyrolactone biosynthesis";0;0/3; 0/3;0/0
PWY-7880;coelimycin P1 biosynthesis;0;0/11; 0/11;0/0
PWY-7881;"virginiae butanolide type &gamma;-butyrolactones biosynthesis";0;0/5; 0/5;0/0
PWY-7882;"IM-2 type &gamma;-butyrolactones biosynthesis";25;(0+1)/4; 0/4;0/0
PWY-7883;anhydromuropeptides recycling II;0;0/8; 0/8;0/3
PWY-7884;lipoprotein posttranslational modification;0;0/4; 0/4;0/0
PWY-7885;phosphatidylinositol mannoside biosynthesis;30;(1+2)/10; 0/10;0/0
PWY-7886;cell-surface glycoconjugate-linked phosphocholine biosynthesis;66;2/3; 2/3;0/1
PWY-7892;tRNA-uridine 2-thiolation and selenation (bacteria);9;1/11; 0/11;0/0
PWY-7893;protein Pupylation and dePupylation;100;3/3; 0/3;0/0
PWY-7895;ethionamide activation;0;0/3; 0/3;0/0
PWY-7896;isoniazid activation;0;0/1; 0/1;0/0
PWY-7898;4,4'-disulfanediyldibutanoate degradation;0;0/3; 0/3;0/0
PWY-7900;"glycogen biosynthesis III (from &alpha;-maltose 1-phosphate)";62;5/8; 4/8;1/1
PWY-7902;glucosylglycerol biosynthesis;60;3/5; 3/5;0/0
PWY-7904;tRNA-uridine 2-thiolation (thermophilic bacteria);20;1/5; 1/5;0/0
PWY-7905;Escherichia coli serotype O9a O-antigen biosynthesis;0;0/9; 0/9;0/0
PWY-7906;rhizobitoxine biosynthesis;0;0/2; 0/2;0/0
PWY-7907;(2S,3E)-2-amino-4-methoxy-but-3-enoate biosynthesis;20;(0+2)/10; 0/10;0/0
PWY-7908;formaldehyde oxidation V (bacillithiol-dependent);0;0/2; 0/2;0/0
PWY-7909;formaldehyde oxidation VII (THF pathway);100;3/3; 3/3;0/0
PWY-7924;rubber degradation I;0;0/1; 0/1;0/0
PWY-7925;rubber degradation II;0;0/1; 0/1;0/0
PWY-7928;nickel cofactor biosynthesis;0;0/8; 0/8;0/0
PWY-7929;polybrominated phenols biosynthesis;0;0/4; 0/4;0/0
PWY-7930;pyoluteorin biosynthesis;0;0/7; 0/7;0/0
PWY-7931;brominated pyrroles biosynthesis;14;(0+1)/7; 0/7;0/0
PWY-7932;polybrominated biphenyls and diphenyl ethers biosynthesis;0;0/8; 0/8;0/0
PWY-7934;polybrominated dihydroxylated diphenyl ethers biosynthesis;0;0/8; 0/8;0/0
PWY-7935;spongiadioxin C biosynthesis;14;(0+1)/7; 0/7;0/0
PWY-7938;isorenieratene biosynthesis I (actinobacteria);0;0/4; 0/4;0/0
PWY-7939;chlorobactene biosynthesis;0;0/2; 0/2;0/0
PWY-7940;lauryl-hydroxychlorobactene glucoside biosynthesis;0;0/3; 0/3;0/0
PWY-7941;isorenieratene biosynthesis II (Chlorobiaceae);0;0/2; 0/2;0/0
PWY-7942;5-oxo-L-proline metabolism;0;0/3; 0/3;0/0
PWY-7945;"2,2'-bis-(4-hydroxy-3-methybut-2-enyl)-&beta;,&beta;-carotene monoglucoside biosynthesis";0;0/7; 0/7;0/0
PWY-7946;sarcinaxanthin diglucoside biosynthesis;0;0/5; 0/5;0/0
PWY-7947;flexixanthin biosynthesis;0;0/5; 0/5;0/0
PWY-7948;4-oxopentanoate degradation;20;2/10; 2/10;0/1
PWY-7951;ellagic acid degradation to urolithins;0;0/8; 0/8;0/0
PWY-7953;UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing);75;6/8; 5/8;0/2
PWY-7954;"tabtoxinine-&beta;-lactam biosynthesis";25;(0+1)/4; 0/4;0/0
PWY-7955;paerucumarin biosynthesis;0;0/3; 0/3;0/0
PWY-7956;3-[(E)-2-isocyanoethenyl]-1H-indole biosynthesis;0;0/2; 0/2;0/0
PWY-7957;hapalindole H biosynthesis;0;0/4; 0/4;0/1
PWY-7958;12-epi-fischerindole biosynthesis;0;0/5; 0/5;0/1
PWY-7959;12-epi-hapalindole biosynthesis;0;0/4; 0/4;0/1
PWY-7960;rhabduscin biosynthesis;0;0/3; 0/3;0/0
PWY-7961;phenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP;0;0/3; 0/3;0/1
PWY-7962;adenosylcobinamide-GDP biosynthesis from cobyrinate a,c-diamide;20;1/5; 1/5;0/1
PWY-7963;4-methylphenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP;0;0/3; 0/3;0/1
PWY-7964;adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP;0;0/3; 0/3;0/0
PWY-7965;2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP;0;0/3; 0/3;0/0
PWY-7966;5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP;0;0/3; 0/3;0/1
PWY-7967;5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP;0;0/3; 0/3;0/1
PWY-7968;5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP;0;0/3; 0/3;0/0
PWY-7969;5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP;0;0/3; 0/3;0/1
PWY-7970;benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP;0;0/3; 0/3;0/0
PWY-7971;adenosylcobinamide-GDP salvage from cobinamide I;0;0/4; 0/4;0/0
PWY-7972;adenosylcobinamide-GDP salvage from cobinamide II;0;0/5; 0/5;0/1
PWY-7975;adenosylcobalamin biosynthesis from adenosylcobinamide-GDP II;25;(0+1)/4; 0/4;0/1
PWY-7977;L-methionine biosynthesis IV;75;(2+1)/4; 2/4;0/(1-1) with 1 key reactions of unclear state
PWY-7978;N-methylpyrrolidone degradation;0;0/3; 0/3;0/0
PWY-7980;ATP biosynthesis;0;0/1; 0/1;0/0
PWY-7982;pinoresinol degradation;0;0/10; 0/10;0/0
PWY-7983;pseudomonine biosynthesis;0;0/8; 0/8;0/0
PWY-7984;acinetobactin biosynthesis;0;0/8; 0/8;0/0
PWY-7985;oxalate degradation VI;25;(0+1)/4; 0/4;0/1
PWY-7986;anguibactin biosynthesis;12;(0+1)/8; 0/8;0/0
PWY-7987;vanchrobactin biosynthesis;12;(0+1)/8; 0/8;0/0
PWY-7988;baumannoferrin biosynthesis;18;(0+2)/11; 0/11;0/0
PWY-7989;acinetoferrin biosynthesis;0;0/4; 0/4;0/0
PWY-7990;staphyloferrin A biosynthesis;0;0/3; 0/3;0/0
PWY-7991;toxoflavin biosynthesis;14;(0+1)/7; 0/7;0/2
PWY-7993;"&beta;-dihydromenaquinone-9 biosynthesis";0;0/2; 0/2;0/0
PWY-7996;menaquinol-4 biosynthesis I;100;1/1; 1/1;0/0
PWY-7997;demethylmenaquinol-4 biosynthesis;0;0/1; 0/1;0/0
PWY-8002;4-coumarate degradation (aerobic);0;0/5; 0/5;0/1
PWY-8003;trans-caffeate degradation (aerobic);0;0/4; 0/4;0/0
PWY-8006;plant arabinogalactan type II degradation;0;0/1; 0/1;0/0
PWY-8007;staphylopine biosynthesis;0;0/3; 0/3;0/0
PWY-8008;staphyloferrin B biosynthesis;0;0/7; 0/7;0/0
PWY-8011;L-serine biosynthesis II;25;(0+1)/4; 0/4;0/0
PWY-8012;mupirocin biosynthesis;0;0/26; 0/26;0/0
PWY-8014;L-phenylalanine degradation VI (Stickland reaction);14;1/7; 1/7;0/0
PWY-8015;glycine degradation (Stickland reaction);66;2/3; 2/3;0/0
PWY-8016;L-tyrosine degradation V (Stickland reaction);12;1/8; 1/8;0/0
PWY-801;homocysteine and cysteine interconversion;25;1/4; 1/4;0/0
PWY-8020;D-xylose degradation V;0;0/5; 0/5;0/1
PWY-8022;salmochelin degradation;0;0/6; 0/6;0/0
PWY-8023;salmochelin biosynthesis;0;0/3; 0/3;0/0
PWY-8025;cyanuric acid degradation I;25;(0+1)/4; 0/4;0/0
PWY-8026;sterol biosynthesis (methylotrophs);5;(0+1)/17; 0/17;0/0
PWY-8027;parkeol biosynthesis;0;0/1; 0/1;0/0
PWY-8028;cycloartenol biosynthesis;0;0/1; 0/1;0/0
PWY-8029;limonene degradation IV (anaerobic);0;0/7; 0/7;0/0
PWY-8032;chloramphenicol biosynthesis;11;(0+1)/9; 0/9;0/0
PWY-8033;aureothin biosynthesis;0;0/6; 0/6;0/1
PWY-8034;spectinabilin biosynthesis;0;0/6; 0/6;0/1
PWY-8035;streptovaricin biosynthesis;0;0/11; 0/11;0/0
PWY-8036;chaxamycin biosynthesis;0;0/13; 0/13;0/0
PWY-8037;saliniketal A biosynthesis;0;0/4; 0/4;0/0
PWY-8038;naphthomycin biosynthesis;25;(0+2)/8; 0/8;0/0
PWY-8039;mitomycin biosynthesis;0;0/14; 0/14;0/0
PWY-8040;ansatrienin biosynthesis;11;1/9; 1/9;0/0
PWY-8043;ophthalmate biosynthesis;33;1/3; 1/3;0/0
PWY-8044;cyclohexane-1-carboxyl-CoA biosynthesis;11;(0+1)/9; 0/9;0/0
PWY-8045;cylindrospermopsin biosynthesis;0;0/8; 0/8;0/0
PWY-8047;bryostatin biosynthesis;10;(0+2)/19; 0/19;0/0
PWY-8049;pederin biosynthesis;14;(0+2)/14; 0/14;0/0
PWY-804;glycolate degradation II;0;0/1; 0/1;0/0
PWY-8057;pyruvoyl group formation from L-serine;0;0/4; 0/4;0/0
PWY-8058;2-deoxy-D-ribose degradation II;11;(0+1)/9; 0/9;0/0
PWY-8060;2-deoxy-D-ribose degradation I;33;1/3; 1/3;0/1
PWY-8061;8-oxo-(d)GTP detoxification II;0;0/4; 0/4;0/0
PWY-8062;sulfoacetaldehyde degradation IV;0;0/3; 0/3;0/0
PWY-8063;flavin-N5-oxide biosynthesis;0;0/2; 0/2;0/0
PWY-8064;sodorifen biosynthesis;0;0/2; 0/2;0/0
PWY-8065;chlorpyrifos degradation;0;0/2; 0/2;0/0
PWY-8066;methylphosphonate degradation III;0;0/2; 0/2;0/0
PWY-8067;methylphosphonate biosynthesis;0;0/4; 0/4;0/1
PWY-8072;alanine racemization;100;1/1; 1/1;0/0
PWY-8073;lipid IVA biosynthesis (P. putida);0;0/6; 0/6;0/0
PWY-8074;Kdo transfer to lipid IVA IV (P. putida);0;0/2; 0/2;0/0
PWY-8075;(Kdo)2-lipid A biosynthesis II (P. putida);0;0/5; 0/5;0/0
PWY-8082;glycine lipid biosynthesis;0;0/2; 0/2;0/0
PWY-8085;picolinate degradation;0;0/7; 0/7;0/0
PWY-8086;(S)-lactate fermentation to propanoate, acetate and hydrogen;57;8/14; 8/14;0/0
PWY-8087;indole-3-acetate degradation II;0;0/7; 0/7;0/0
PWY-8088;dipicolinate biosynthesis;75;3/4; 3/4;0/0
PWY-8089;D-apiose degradation I;33;1/3; 0/3;0/0
PWY-8090;D-apionate degradation II (RLP decarboxylase);0;0/5; 0/5;0/0
PWY-8091;D-apionate degradation I (xylose isomerase family decarboxylase);0;0/5; 0/5;0/0
PWY-8092;D-apionate degradation III (RLP transcarboxylase/hydrolase);0;0/3; 0/3;0/0
PWY-8093;D-apiose degradation II (to D-apionate);0;0/2; 0/2;0/0
PWY-8095;5-methoxy-6-methylbenzimidazole biosynthesis (anaerobic);0;0/3; 0/3;0/0
PWY-8096;5-methoxybenzimidazole biosynthesis (anaerobic);0;0/2; 0/2;0/0
PWY-8097;5-hydroxybenzimidazole biosynthesis (anaerobic);0;0/1; 0/1;0/0
PWY-8099;tetrahydropteridine recycling;0;0/1; 0/1;0/0
PWY-8101;arsenate detoxification III (thioredoxin);0;0/2; 0/2;0/0
PWY-8105;queuosine biosynthesis II (queuine salvage);100;1/1; 0/1;0/0
PWY-8106;queuosine biosynthesis III (queuosine salvage);40;2/5; 1/5;0/0
PWY-8108;glycine betaine degradation III;0;0/2; 0/2;0/0
PWY-8109;proline betaine degradation II;0;0/2; 0/2;0/0
PWY-8110;L-dopa degradation II (bacterial);0;0/2; 0/2;0/0
PWY-8111;carbaryl degradation;0;0/6; 0/6;0/0
PWY-8113;3PG-factor 420 biosynthesis;0;0/5; 0/5;0/1
PWY-8114;branched-chain polyamines biosynthesis;0;0/2; 0/2;0/0
PWY-8117;colibactin biosynthesis;8;(0+3)/36; 0/36;0/0
PWY-8118;patellamide A and C biosynthesis;20;(0+2)/10; 0/10;0/0
PWY-8119;microcin B17 biosynthesis;25;(0+1)/4; 0/4;0/0
PWY-8120;"&beta;-alanine degradation III";0;0/2; 0/2;0/0
PWY-8121;2-deoxy-D-glucose 6-phosphate degradation;0;0/3; 0/3;0/0
PWY-8122;mycofactocin biosynthesis;7;(0+1)/14; 0/14;0/0
PWY-8124;(2-trimethylamino)ethylphosphonate degradation;0;0/2; 0/2;0/0
PWY-8126;chlorophyll a2 biosynthesis;0;0/1; 0/1;0/0
PWY-8127;chlorophyll b2 biosynthesis;0;0/4; 0/4;0/0
PWY-8128;biotin biosynthesis from 8-amino-7-oxononanoate III;0;0/5; 0/5;0/0
PWY-8129;cell-surface glycoconjugate-linked phosphonate biosynthesis;0;0/2; 0/2;0/0
PWY-8130;5'-deoxyadenosine degradation I;0;0/3; 0/3;0/1
PWY-8131;5'-deoxyadenosine degradation II;0;0/4; 0/4;0/2
PWY-8132;"S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation III";0;0/5; 0/5;0/1
PWY-8133;succinoglycan biosynthesis;81;(8+1)/11; 0/11;0/0
PWY-8134;"bile acid 7&beta;-dehydroxylation";12;1/8; 1/8;0/0
PWY-8135;bile acids deconjugation;0;0/5; 0/5;0/0
PWY-8136;NADPH repair (prokaryotes);0;0/2; 0/2;0/1
PWY-8138;polyphosphate metabolism;50;1/2; 1/2;0/0
PWY-8139;CDP-6-deoxy-D-gulose biosynthesis;20;1/5; 1/5;0/0
PWY-8148;NADP biosynthesis;100;1/1; 1/1;0/0
PWY-81;toluene degradation to benzoyl-CoA (anaerobic);0;0/6; 0/6;0/1
PWY-822;fructan biosynthesis;0;0/5; 0/5;0/0
PWY-881;trehalose biosynthesis II;0;0/2; 0/2;0/1
PWY8J2-1;bacillithiol biosynthesis;0;0/3; 0/3;0/0
PWY8J2-20;pulcherrimin biosynthesis;0;0/2; 0/2;0/0
PWY8J2-22;kanosamine biosynthesis II;0;0/3; 0/3;0/1
PWY-922;mevalonate pathway I (eukaryotes and bacteria);0;0/8; 0/8;0/2
PWY-981;salicylate biosynthesis II;50;1/2; 0/2;0/0
PWYG-321;mycolate biosynthesis;14;(0+26)/182; 0/182;0/0
PWYQT-4427;sulfoquinovosyl diacylglycerol biosynthesis;0;0/2; 0/2;0/0
PWYQT-4429;CO2 fixation into oxaloacetate (anaplerotic);0;0/2; 0/2;0/0
PYRIDNUCSAL-PWY;NAD salvage pathway I (PNC VI cycle);37;3/8; 2/8;0/0
PYRIDNUCSYN-PWY;NAD de novo biosynthesis I (from aspartate);33;2/6; 2/6;0/0
PYRIDOXSYN-PWY;pyridoxal 5'-phosphate biosynthesis I;42;3/7; 3/7;0/0
PYRUVDEHYD-PWY;pyruvate decarboxylation to acetyl CoA I;100;3/3; 3/3;1/1
QUINATEDEG-PWY;quinate degradation I;0;0/3; 0/3;0/0
REDCITCYC;TCA cycle VI (Helicobacter);10;1/10; 1/10;0/3
RHAMCAT-PWY;L-rhamnose degradation I;25;1/4; 1/4;0/1
RIBITOLUTIL-PWY;ribitol degradation;0;0/2; 0/2;0/1
RIBOKIN-PWY;ribose phosphorylation;0;0/2; 0/2;0/1
RIBOSYN2-PWY;flavin biosynthesis I (bacteria and plants);22;2/9; 2/9;0/0
RUMP-PWY;formaldehyde oxidation I;50;3/6; 2/6;0/2
SALVADEHYPOX-PWY;adenosine nucleotides degradation II;40;2/5; 2/5;0/1
SALVPURINE2-PWY;xanthine and xanthosine salvage;50;1/2; 1/2;0/0
SAM-PWY;S-adenosyl-L-methionine biosynthesis;100;1/1; 1/1;0/0
SERDEG-PWY;L-serine degradation;100;1/1; 1/1;0/0
SERSYN-PWY;L-serine biosynthesis I;66;2/3; 2/3;0/0
SHIKIMATEDEG-PWY;shikimate degradation I;0;0/2; 0/2;0/1
SORBDEG-PWY;D-sorbitol degradation II;0;0/1; 0/1;0/0
SUCROSEUTIL2-PWY;sucrose degradation VII (sucrose 3-dehydrogenase);0;0/4; 0/4;0/0
SUCUTIL-PWY;sucrose degradation I (sucrose phosphotransferase);66;2/3; 0/3;1/1
SULFMETII-PWY;assimilatory sulfate reduction II;33;1/3; 1/3;0/1
SULFUROX-PWY;sulfur oxidation I (aerobic);0;0/1; 0/1;0/0
TAURINEDEG-PWY;taurine degradation III;0;0/1; 0/1;0/0
TCA;TCA cycle I (prokaryotic);45;5/11; 4/11;1/2
TEICHOICACID-PWY;poly(glycerol phosphate) wall teichoic acid biosynthesis;8;1/12; 1/12;0/1
THIOREDOX-PWY;thioredoxin pathway;50;1/2; 1/2;0/0
THIOSULFOX-PWY;thiosulfate oxidation I (to tetrathionate);0;0/1; 0/1;0/0
THRDLCTCAT-PWY;L-threonine degradation III (to methylglyoxal);0;0/2; 0/2;0/0
THREONINE-DEG2-PWY;L-threonine degradation II;0;0/2; 0/2;0/0
TOLSULFDEG-PWY;4-toluenesulfonate degradation I;25;(0+1)/4; 0/4;0/0
TOLUENE-DEG-2-OH-PWY;toluene degradation to 2-hydroxypentadienoate I (via o-cresol);0;0/4; 0/4;0/0
TOLUENE-DEG-3-OH-PWY;toluene degradation to 2-hydroxypentadienoate (via 4-methylcatechol);0;0/6; 0/6;0/0
TOLUENE-DEG-4-OH-PWY;toluene degradation to 4-methylphenol;0;0/1; 0/1;0/0
TOLUENE-DEG-CATECHOL-PWY;toluene degradation to benzoate;0;0/3; 0/3;0/1
TOLUENE-DEG-DIOL-PWY;toluene degradation to 2-hydroxypentadienoate (via toluene-cis-diol);0;0/4; 0/4;0/1
TREDEGLOW-PWY;trehalose degradation I (low osmolarity);66;2/3; 2/3;1/1
TREHALOSESYN-PWY;trehalose biosynthesis III;0;0/2; 0/2;0/1
TRESYN-PWY;trehalose biosynthesis I;0;0/2; 0/2;0/1
